id,Headline,Details,Severity,Region,Datetime,lat,lon,maritime_label,found_ports,contains_port_info,Category,Summarized_label,true_risks,input_text,normalized_text
1693,India: Defence employees to conduct one-month strike action from 20 August,"Employees in the defence industry across the country are due to take part in one-month strike action from 20 August. Workers from Bengaluru will be participating due to pending bills from the Ministry of Defence (MoD), while others working specifically for the Indian Army will participate for unspecified reasons. Contractors in Chennai and Hyderabad are also due to participate, again due to pending bills. Other defence workers from across the country will be taking part due to government policies to privatise the government old ordnance factory sector. Demonstrations are likely to occur.",Moderate,India,2019-08-19 11:05:00,,,false,['chennai'],true,Miscellaneous Strikes,Worker Strike,['labor_strike_disruption'],"India: Defence employees to conduct one-month strike action from 20 August Employees in the defence industry across the country are due to take part in one-month strike action from 20 August. Workers from Bengaluru will be participating due to pending bills from the Ministry of Defence (MoD), while others working specifically for the Indian Army will participate for unspecified reasons. Contractors in Chennai and Hyderabad are also due to participate, again due to pending bills. Other defence workers from across the country will be taking part due to government policies to privatise the government old ordnance factory sector. Demonstrations are likely to occur.",india defence employees to conduct one month strike action from 20 august employees in the defence industry across the country are due to take part in one month strike action from 20 august workers from bengaluru will be participating due to pending bills from the ministry of defence mod while others working specifically for the indian army will participate for unspecified reasons contractors in chennai and hyderabad are also due to participate again due to pending bills other defence workers from across the country will be taking part due to government policies to privatise the government old ordnance factory sector demonstrations are likely to occur
4519,UPDATE 1 - Port of San Antonio closes from August 1 due to high swell in the area,"On August 7, shipping sources indicate that the Port of San Antonio, Chile, has been closed since 03:40 local time on August 6 due to high swells in the port area. The conditions are expected to improve by August 9 afternoon. The port was previously temporarily closed for the same reason on August 1.",Moderate,Chile,2020-03-08 16:29:00,,,false,['san antonio'],true,Port Closure,Weather,['port_closure'],"UPDATE 1 - Port of San Antonio closes from August 1 due to high swell in the area On August 7, shipping sources indicate that the Port of San Antonio, Chile, has been closed since 03:40 local time on August 6 due to high swells in the port area. The conditions are expected to improve by August 9 afternoon. The port was previously temporarily closed for the same reason on August 1.",update 1 port of san antonio closes from august 1 due to high swell in the area on august 7 shipping sources indicate that the port of san antonio chile has been closed since 03 40 local time on august 6 due to high swells in the port area the conditions are expected to improve by august 9 afternoon the port was previously temporarily closed for the same reason on august 1
1787,Malta: High waves warning in effect for coastal areas,There is a high waves warning in effect for coastal areas of Malta until 23:59 local time on Thursday 21 March. This could cause disruption to ferry services as well as a danger to coastal settlements.,Minor,Malta,2019-03-21 12:40:00,35.9001,14.5188,false,['malta'],true,Weather Advisory,Weather,['weather_disruption'],Malta: High waves warning in effect for coastal areas There is a high waves warning in effect for coastal areas of Malta until 23:59 local time on Thursday 21 March. This could cause disruption to ferry services as well as a danger to coastal settlements.,malta high waves warning in effect for coastal areas there is a high waves warning in effect for coastal areas of malta until 23 59 local time on thursday 21 march this could cause disruption to ferry services as well as a danger to coastal settlements
3768,Marine traffic restricted at the Port of Barcelona due to severe weather,Sources indicate on April 1 that maritime traffic is restricted at the Port of Barcelona due to strong wind and waves. Customers should expect possible disruptions to operations and plan accordingly.,Moderate,Spain,2020-01-04 11:43:00,,,false,['barcelona'],true,Port Disruption,Weather,['port_operational_disruption'],Marine traffic restricted at the Port of Barcelona due to severe weather Sources indicate on April 1 that maritime traffic is restricted at the Port of Barcelona due to strong wind and waves. Customers should expect possible disruptions to operations and plan accordingly.,marine traffic restricted at the port of barcelona due to severe weather sources indicate on april 1 that maritime traffic is restricted at the port of barcelona due to strong wind and waves customers should expect possible disruptions to operations and plan accordingly
1602,Heavy rain causes disruptions at Port of Colombo,Local sources on January 2 indicate that intermittent rains at the Port of Colombo are impacting vessel operations. Port congestion with an average vessels' dwell time of about 24-hours are likely as a result of the disruption.,Moderate,Sri Lanka,2019-02-01 10:18:00,6.94047,79.84639,false,['colombo'],true,"Port Disruption,Port Congestion",Weather,['port_operational_disruption'],Heavy rain causes disruptions at Port of Colombo Local sources on January 2 indicate that intermittent rains at the Port of Colombo are impacting vessel operations. Port congestion with an average vessels' dwell time of about 24-hours are likely as a result of the disruption.,heavy rain causes disruptions at port of colombo local sources on january 2 indicate that intermittent rains at the port of colombo are impacting vessel operations port congestion with an average vessels' dwell time of about 24 hours are likely as a result of the disruption
1119,Australia: Brisbane ferry staff to take part in 72-hour strike action from 27 February,Ferry staff in Brisbane from the Maritime Union of Australia Queensland will take part in strike action from 27 February for 72-hours. This will be the third time in three months that staff have conducted industrial action in a dispute over increased pay and better safety standards from employer Transdev. Limited services are expected to operate during the strike period.,Minor,Australia,2019-02-26 08:20:00,-27.471,153.0243,false,['brisbane'],true,Miscellaneous Strikes,Worker Strike,['labor_strike_disruption'],Australia: Brisbane ferry staff to take part in 72-hour strike action from 27 February Ferry staff in Brisbane from the Maritime Union of Australia Queensland will take part in strike action from 27 February for 72-hours. This will be the third time in three months that staff have conducted industrial action in a dispute over increased pay and better safety standards from employer Transdev. Limited services are expected to operate during the strike period.,australia brisbane ferry staff to take part in 72 hour strike action from 27 february ferry staff in brisbane from the maritime union of australia queensland will take part in strike action from 27 february for 72 hours this will be the third time in three months that staff have conducted industrial action in a dispute over increased pay and better safety standards from employer transdev limited services are expected to operate during the strike period
3209,Average waiting time of 0.5 day reported at Port of Busan,Industry sources on March 3 indicate that an average waiting time at the Port of Busan currently stands at 0.5 day and is expected to remain the same in the coming 3 days.,Minor,Republic of Korea,2020-03-03 16:04:00,,,false,['busan'],true,Port Congestion,Administrative Issue,['port_operational_disruption'],Average waiting time of 0.5 day reported at Port of Busan Industry sources on March 3 indicate that an average waiting time at the Port of Busan currently stands at 0.5 day and is expected to remain the same in the coming 3 days.,average waiting time of 0 5 day reported at port of busan industry sources on march 3 indicate that an average waiting time at the port of busan currently stands at 0 5 day and is expected to remain the same in the coming 3 days
5032,Cargo vessel’s port call to JNPCT delayed due to previous berthing delays,"Intelligence received by Everstream Analytics indicates that NCI service vessel Balbina v-0893E’s schedule is delayed for its port call at Jawaharlal Nehru Port Terminal (JNPT), ETA on December 21 due to previous berthing delays at Port of Kelang and Port of Singapore.",Moderate,India,2020-10-12 07:37:00,,,true,"['jawaharlal nehru', 'singapore']",true,Cargo Disruption,Administrative Issue,['port_operational_disruption'],"Cargo vessel’s port call to JNPCT delayed due to previous berthing delays Intelligence received by Everstream Analytics indicates that NCI service vessel Balbina v-0893E’s schedule is delayed for its port call at Jawaharlal Nehru Port Terminal (JNPT), ETA on December 21 due to previous berthing delays at Port of Kelang and Port of Singapore.",cargo vessel's port call to jnpct delayed due to previous berthing delays intelligence received by everstream analytics indicates that nci service vessel balbina v 0893e's schedule is delayed for its port call at jawaharlal nehru port terminal jnpt eta on december 21 due to previous berthing delays at port of kelang and port of singapore
890,UPDATE: Port of Nagoya temporarily closed due to Typhoon Jebi,"Industry sources on September 6 reported that due to the passage of Typhoon Jebi, the Port of Nagoya was closed on September 4 at 06:00 (local time) and resumed operations in the morning of September 5.",Moderate,Japan,2018-07-30 09:36:00,35.09197,136.87993,false,['nagoya'],true,"Port Closure, Tropical Cyclone / Storm, Typhoon",Weather,"['weather_disruption', 'port_closure']","UPDATE: Port of Nagoya temporarily closed due to Typhoon Jebi Industry sources on September 6 reported that due to the passage of Typhoon Jebi, the Port of Nagoya was closed on September 4 at 06:00 (local time) and resumed operations in the morning of September 5.",update port of nagoya temporarily closed due to typhoon jebi industry sources on september 6 reported that due to the passage of typhoon jebi the port of nagoya was closed on september 4 at 06 00 local time and resumed operations in the morning of september 5
639,Taiwan: Weather advisory for extremely heavy or torrential rain issued for areas of southern Taiwan,"The Central Weather Bureau has issued an Extremely Heavy Rain or Torrential Rain Advisory for Kaohsiung City, Pingtung County and Hengchun Peninsula this morning with the advisory in effect throughout the night of 28 August. According to a local media source, heavy rain has been recorded in Kaohsiung City this morning with floodwater affecting residential areas and closing some roads and bridges. Rockfall and road collapses have been observed in mountainous areas. Authorities have reportedly reminded the public to avoid the mountains at this time. Travellers are advised to exercise caution if transiting in adverse weather conditions and to consider deferring travel until conditions improve. Follow any instructions from authorities and do not attempt to travel through flooded roads. Monitor local media for the latest updates.",Moderate,Taiwan,2018-08-28 03:20:00,22.6251,120.306,false,['kaohsiung'],true,"Roadway Closure / Disruption, Flooding, Weather Advisory, Landslide",Weather,"['weather_disruption', 'natural_disaster']","Taiwan: Weather advisory for extremely heavy or torrential rain issued for areas of southern Taiwan The Central Weather Bureau has issued an Extremely Heavy Rain or Torrential Rain Advisory for Kaohsiung City, Pingtung County and Hengchun Peninsula this morning with the advisory in effect throughout the night of 28 August. According to a local media source, heavy rain has been recorded in Kaohsiung City this morning with floodwater affecting residential areas and closing some roads and bridges. Rockfall and road collapses have been observed in mountainous areas. Authorities have reportedly reminded the public to avoid the mountains at this time. Travellers are advised to exercise caution if transiting in adverse weather conditions and to consider deferring travel until conditions improve. Follow any instructions from authorities and do not attempt to travel through flooded roads. Monitor local media for the latest updates.",taiwan weather advisory for extremely heavy or torrential rain issued for areas of southern taiwan the central weather bureau has issued an extremely heavy rain or torrential rain advisory for kaohsiung city pingtung county and hengchun peninsula this morning with the advisory in effect throughout the night of 28 august according to a local media source heavy rain has been recorded in kaohsiung city this morning with floodwater affecting residential areas and closing some roads and bridges rockfall and road collapses have been observed in mountainous areas authorities have reportedly reminded the public to avoid the mountains at this time travellers are advised to exercise caution if transiting in adverse weather conditions and to consider deferring travel until conditions improve follow any instructions from authorities and do not attempt to travel through flooded roads monitor local media for the latest updates
2755,UPDATE: Average waiting time decreases to 12-hours at Port of Ningbo,Local sources on January 9 indicated that an average waiting time for vessels at the Port of Ningbo remains to be around 24-hours and it is expected to decrease to 0.5-day on January 10.,Moderate,China,2019-07-01 07:55:00,29.95162,121.72287,false,['ningbo'],true,Port Congestion,Administrative Issue,['port_operational_disruption'],UPDATE: Average waiting time decreases to 12-hours at Port of Ningbo Local sources on January 9 indicated that an average waiting time for vessels at the Port of Ningbo remains to be around 24-hours and it is expected to decrease to 0.5-day on January 10.,update average waiting time decreases to 12 hours at port of ningbo local sources on january 9 indicated that an average waiting time for vessels at the port of ningbo remains to be around 24 hours and it is expected to decrease to 0 5 day on january 10
1735,Lack of gangs in summer may impede operations at Port of Valencia,Shipping sources on August 19 indicate that lack of gangs due to summer holidays may impede port operations at Port of Valencia.,Minor,Spain,2019-08-19 08:40:00,,,false,['valencia'],true,Port Disruption,Administrative Issue,['port_operational_disruption'],Lack of gangs in summer may impede operations at Port of Valencia Shipping sources on August 19 indicate that lack of gangs due to summer holidays may impede port operations at Port of Valencia.,lack of gangs in summer may impede operations at port of valencia shipping sources on august 19 indicate that lack of gangs due to summer holidays may impede port operations at port of valencia
5077,"Customs seize container with 1,3 tons of cocaine in Port of Antwerp","Belgian media sources report that customs and police authorities seized a container loaded with 1,3 tons of cocaine aboard in the Port of Antwerp. A truck driver that collected the container was arrested.",Moderate,Belgium,2020-07-10 15:08:00,51.29286,4.26884,true,['antwerp'],true,Cargo Disruption,Terrorism,['port_operational_disruption'],"Customs seize container with 1,3 tons of cocaine in Port of Antwerp Belgian media sources report that customs and police authorities seized a container loaded with 1,3 tons of cocaine aboard in the Port of Antwerp. A truck driver that collected the container was arrested.",customs seize container with 1 3 tons of cocaine in port of antwerp belgian media sources report that customs and police authorities seized a container loaded with 1 3 tons of cocaine aboard in the port of antwerp a truck driver that collected the container was arrested
3574,Hapag Lloyd announces blank sailing on AL1 service from May 28,"Sources indicate that the shipping company Hapag Lloyd has announced that it will blank its Atlantic Loop 1 (AL1) services that were scheduled to begin on May 28 (westbound) and June 16 (eastbound) in Rotterdam and Norfolk, respectively. Ports that may be impacted are understood to be as follows:
Westbound: Rotterdam (May 28) > Hamburg (June 1) > Antwerp (June 4) > London Gateway (June 5) > Halifax > New York > Philadelphia > Norfolk.
Eastbound: Norfolk (June 16) > Philadelphia > New York > Halifax > London Gateway > Antwerp > Hamburg > Rotterdam.",Moderate,Belgium,2020-05-28 18:53:00,39.98043,-75.08988,false,"['antwerp', 'hamburg', 'london', 'new york', 'rotterdam']",true,Maritime Advisory,Administrative Issue,['maritime_security_navigation_disruption'],"Hapag Lloyd announces blank sailing on AL1 service from May 28 Sources indicate that the shipping company Hapag Lloyd has announced that it will blank its Atlantic Loop 1 (AL1) services that were scheduled to begin on May 28 (westbound) and June 16 (eastbound) in Rotterdam and Norfolk, respectively. Ports that may be impacted are understood to be as follows:
Westbound: Rotterdam (May 28) > Hamburg (June 1) > Antwerp (June 4) > London Gateway (June 5) > Halifax > New York > Philadelphia > Norfolk.
Eastbound: Norfolk (June 16) > Philadelphia > New York > Halifax > London Gateway > Antwerp > Hamburg > Rotterdam.",hapag lloyd announces blank sailing on al1 service from may 28 sources indicate that the shipping company hapag lloyd has announced that it will blank its atlantic loop 1 al1 services that were scheduled to begin on may 28 westbound and june 16 eastbound in rotterdam and norfolk respectively ports that may be impacted are understood to be as follows westbound rotterdam may 28 hamburg june 1 antwerp june 4 london gateway june 5 halifax new york philadelphia norfolk eastbound norfolk june 16 philadelphia new york halifax london gateway antwerp hamburg rotterdam
774,UPDATE - Tanzania: Over 40 people reportedly killed after ferry capsizes on Lake Victoria; hundreds remain missing,"According to updated reporting, over 40 people have reportedly been killed and hundreds remain missing today, 20 September, after a ferry capsized on Lake Victoria. A local official has reported that over 100 people have been rescued; however, over 400 people were onboard the overloaded vessel. Earlier reporting indicates the MV Nyerere ferry overturned between the islands of Ukora and Bugolora. Marine accidents are commonplace in the area due to inadequate safety regulations. Clients are advised to continue to divert from the ongoing rescue efforts and monitor local news sources for situational updates. Travelers with a specific interest in the impacted ferry service should contact local officials directly for more information.",Severe,United Republic of Tanzania,2018-09-20 19:20:00,-1.88656,33.074,false,['victoria'],true,"Port Congestion, Maritime Accident",Accident,['port_operational_disruption'],"UPDATE - Tanzania: Over 40 people reportedly killed after ferry capsizes on Lake Victoria; hundreds remain missing According to updated reporting, over 40 people have reportedly been killed and hundreds remain missing today, 20 September, after a ferry capsized on Lake Victoria. A local official has reported that over 100 people have been rescued; however, over 400 people were onboard the overloaded vessel. Earlier reporting indicates the MV Nyerere ferry overturned between the islands of Ukora and Bugolora. Marine accidents are commonplace in the area due to inadequate safety regulations. Clients are advised to continue to divert from the ongoing rescue efforts and monitor local news sources for situational updates. Travelers with a specific interest in the impacted ferry service should contact local officials directly for more information.",update tanzania over 40 people reportedly killed after ferry capsizes on lake victoria hundreds remain missing according to updated reporting over 40 people have reportedly been killed and hundreds remain missing today 20 september after a ferry capsized on lake victoria a local official has reported that over 100 people have been rescued however over 400 people were onboard the overloaded vessel earlier reporting indicates the mv nyerere ferry overturned between the islands of ukora and bugolora marine accidents are commonplace in the area due to inadequate safety regulations clients are advised to continue to divert from the ongoing rescue efforts and monitor local news sources for situational updates travelers with a specific interest in the impacted ferry service should contact local officials directly for more information
2289,Spain: Severe wind warning issued in northeast of country,"A severe wind warning is in effect for northeast Spain until 23:59 local time on Sunday 3 February. Gusts reaching 75 kilometres per hour are likely in Barcelona, Girona and other locations. Public transport delays, power outages and damage to buildings are possible.",Minor,Spain,2019-03-02 13:25:00,41.38578,2.17582,false,['barcelona'],true,Weather Advisory,Weather,['weather_disruption'],"Spain: Severe wind warning issued in northeast of country A severe wind warning is in effect for northeast Spain until 23:59 local time on Sunday 3 February. Gusts reaching 75 kilometres per hour are likely in Barcelona, Girona and other locations. Public transport delays, power outages and damage to buildings are possible.",spain severe wind warning issued in northeast of country a severe wind warning is in effect for northeast spain until 23 59 local time on sunday 3 february gusts reaching 75 kilometres per hour are likely in barcelona girona and other locations public transport delays power outages and damage to buildings are possible
4200,Strong winds likely to affect operations at the Port of Qingdao from July 12-13,"Shipping sources report on July 10 that strong winds are forecast to affect port operations at the Port of Qingdao, China, from 14:00 local time on July 12 to 02:00 on July 13, with a high risk of a temporary port closure during this period.",Moderate,China,2020-10-07 17:11:00,,,false,['qingdao'],true,Port Disruption,Weather,['port_operational_disruption'],"Strong winds likely to affect operations at the Port of Qingdao from July 12-13 Shipping sources report on July 10 that strong winds are forecast to affect port operations at the Port of Qingdao, China, from 14:00 local time on July 12 to 02:00 on July 13, with a high risk of a temporary port closure during this period.",strong winds likely to affect operations at the port of qingdao from july 12 13 shipping sources report on july 10 that strong winds are forecast to affect port operations at the port of qingdao china from 14 00 local time on july 12 to 02 00 on july 13 with a high risk of a temporary port closure during this period
4573,"UPDATE 1 - THE Alliance blanks various PS3, PN3, PS4, PN4, PS5 services weeks 27-31","The location of this incident was corrected. Sources indicate that THE Alliance (including Hapag-Lloyd, ONE, Yang Ming, and Hyundai Merchant Marine) will blank various sailings on  PS3, PN3, PS4, PN4, and PS5 services between weeks 27 and 31. The following ports of call are understood to be affected: 

PN3 (void weeks 27, 29, 31)  – Hong Kong – Yantian – Shanghai – Pusan – PNW – Pusan – Kaohsiung – Hong Kong

PN4 (void weeks 27, 29, 31) – Qingdao – Ningbo – Shanghai – Pusan – Prince Rupert – PNW – Pusan – Kwangyang – Qingdao

PS3 (void weeks 27, 29, 31) – Nhava Sheva – Pipavav – Colombo – Port Kelang – Singapore – Cai Mep – Haiphong – LA/LB – Oakland – Pusan – Shanghai – Ningbo – Shekou – Singapore – Port Kelang – Nhava Sheva

PS4 (void weeks 28, 30) – Xiamen – Yantian – Kaohsiung – Keelung – LA/LB – Oakland – Keelung – Kaohsiung – Xiamen

PS5 (void weeks 27-31) – Shanghai – Ningbo – LA/LB – Pusan – Shanghai",Moderate,United States,2020-04-06 20:39:00,37.79567,-122.28445,true,"['cai mep', 'colombo', 'kwangyang', 'haiphong', 'hong kong', 'nhava sheva', 'kaohsiung', 'ningbo', 'oakland', 'qingdao', 'shanghai', 'shekou', 'singapore', 'xiamen', 'yantian']",true,Maritime Advisory,Administrative Issue,['maritime_security_navigation_disruption'],"UPDATE 1 - THE Alliance blanks various PS3, PN3, PS4, PN4, PS5 services weeks 27-31 The location of this incident was corrected. Sources indicate that THE Alliance (including Hapag-Lloyd, ONE, Yang Ming, and Hyundai Merchant Marine) will blank various sailings on  PS3, PN3, PS4, PN4, and PS5 services between weeks 27 and 31. The following ports of call are understood to be affected: 

PN3 (void weeks 27, 29, 31)  – Hong Kong – Yantian – Shanghai – Pusan – PNW – Pusan – Kaohsiung – Hong Kong

PN4 (void weeks 27, 29, 31) – Qingdao – Ningbo – Shanghai – Pusan – Prince Rupert – PNW – Pusan – Kwangyang – Qingdao

PS3 (void weeks 27, 29, 31) – Nhava Sheva – Pipavav – Colombo – Port Kelang – Singapore – Cai Mep – Haiphong – LA/LB – Oakland – Pusan – Shanghai – Ningbo – Shekou – Singapore – Port Kelang – Nhava Sheva

PS4 (void weeks 28, 30) – Xiamen – Yantian – Kaohsiung – Keelung – LA/LB – Oakland – Keelung – Kaohsiung – Xiamen

PS5 (void weeks 27-31) – Shanghai – Ningbo – LA/LB – Pusan – Shanghai",update 1 the alliance blanks various ps3 pn3 ps4 pn4 ps5 services weeks 27 31 the location of this incident was corrected sources indicate that the alliance including hapag lloyd one yang ming and hyundai merchant marine will blank various sailings on ps3 pn3 ps4 pn4 and ps5 services between weeks 27 and 31 the following ports of call are understood to be affected pn3 void weeks 27 29 31 hong kong yantian shanghai pusan pnw pusan kaohsiung hong kong pn4 void weeks 27 29 31 qingdao ningbo shanghai pusan prince rupert pnw pusan kwangyang qingdao ps3 void weeks 27 29 31 nhava sheva pipavav colombo port kelang singapore cai mep haiphong la lb oakland pusan shanghai ningbo shekou singapore port kelang nhava sheva ps4 void weeks 28 30 xiamen yantian kaohsiung keelung la lb oakland keelung kaohsiung xiamen ps5 void weeks 27 31 shanghai ningbo la lb pusan shanghai
1320,Cargo transporters and port workers plan strike on February 18 in Peru,"Local media sources indicate on February 11 that GTL Peru & America, a port worker and cargo transporter union, has called for a nationwide work stoppage on February 18. The first of the myriad of terminals anticipated to be affected in such an industrial action would be the APM Terminal in Callao. The industrial action came about after a failure of talks with the Transport and Communications Ministry over minimum freight compensation, fuel subsidies, and toll reductions. Those shipping cargo in, to and from Peru should anticipate notable disruptions on Feburary 18 and should plan accordingly.",Minor,Peru,2019-11-02 16:17:00,-12.05156,-77.14462,true,['callao'],true,"Cargo Transportation Strike,Port Strike",Worker Strike,['labor_strike_disruption'],"Cargo transporters and port workers plan strike on February 18 in Peru Local media sources indicate on February 11 that GTL Peru & America, a port worker and cargo transporter union, has called for a nationwide work stoppage on February 18. The first of the myriad of terminals anticipated to be affected in such an industrial action would be the APM Terminal in Callao. The industrial action came about after a failure of talks with the Transport and Communications Ministry over minimum freight compensation, fuel subsidies, and toll reductions. Those shipping cargo in, to and from Peru should anticipate notable disruptions on Feburary 18 and should plan accordingly.",cargo transporters and port workers plan strike on february 18 in peru local media sources indicate on february 11 that gtl peru america a port worker and cargo transporter union has called for a nationwide work stoppage on february 18 the first of the myriad of terminals anticipated to be affected in such an industrial action would be the apm terminal in callao the industrial action came about after a failure of talks with the transport and communications ministry over minimum freight compensation fuel subsidies and toll reductions those shipping cargo in to and from peru should anticipate notable disruptions on feburary 18 and should plan accordingly
1200,Average waiting times remain around 12 hours at Port of Ningbo - UPDATE 1,"Intelligence received by Everstream Analytics on August 2 indicates that average waiting times for vessels calling at the port of Ningbo remain around 12 hours. Furthermore, XIAZHI Channel inbound was closed from 19:00 to 22:30 on August 1 due to a fishing boat blocking the access.",Minor,China,2019-07-29 15:00:00,,,false,['ningbo'],true,"Port Congestion, Port Closure",Administrative Issue,"['port_operational_disruption', 'port_closure']","Average waiting times remain around 12 hours at Port of Ningbo - UPDATE 1 Intelligence received by Everstream Analytics on August 2 indicates that average waiting times for vessels calling at the port of Ningbo remain around 12 hours. Furthermore, XIAZHI Channel inbound was closed from 19:00 to 22:30 on August 1 due to a fishing boat blocking the access.",average waiting times remain around 12 hours at port of ningbo update 1 intelligence received by everstream analytics on august 2 indicates that average waiting times for vessels calling at the port of ningbo remain around 12 hours furthermore xiazhi channel inbound was closed from 19 00 to 22 30 on august 1 due to a fishing boat blocking the access
4860,Victoria- Rail workers on two lines of the Mitre Railway are continuing strike against land seizure. - UPDATE 2,"Rail workers on the Tigre and Chapel lines of the Mitre Railway carried out a strike that began on Friday, August 28. The strike was organized due to families that seized land near Victoria Station. The train has since resumed full operations after the blockade was cleared. This event is closed.",Moderate,Argentina,2020-08-27 22:36:00,-34.45601,-58.54087,false,['victoria'],true,Miscellaneous Strikes,Worker Strike,['labor_strike_disruption'],"Victoria- Rail workers on two lines of the Mitre Railway are continuing strike against land seizure. - UPDATE 2 Rail workers on the Tigre and Chapel lines of the Mitre Railway carried out a strike that began on Friday, August 28. The strike was organized due to families that seized land near Victoria Station. The train has since resumed full operations after the blockade was cleared. This event is closed.",victoria rail workers on two lines of the mitre railway are continuing strike against land seizure update 2 rail workers on the tigre and chapel lines of the mitre railway carried out a strike that began on friday august 28 the strike was organized due to families that seized land near victoria station the train has since resumed full operations after the blockade was cleared this event is closed
2852,UPDATE: Operations resume at Port of Southampton following high winds,Shipping sources on March 13 indicate that high winds have disrupted shipside operations at container terminals in the Port of Southampton between 09:30 and 15:00 local time. Incoming container vessels are thus likely to be delayed throughout the day.,Minor,United Kingdom,2019-03-13 12:39:00,,,true,['southampton'],true,Port Disruption,Weather,['port_operational_disruption'],UPDATE: Operations resume at Port of Southampton following high winds Shipping sources on March 13 indicate that high winds have disrupted shipside operations at container terminals in the Port of Southampton between 09:30 and 15:00 local time. Incoming container vessels are thus likely to be delayed throughout the day.,update operations resume at port of southampton following high winds shipping sources on march 13 indicate that high winds have disrupted shipside operations at container terminals in the port of southampton between 09 30 and 15 00 local time incoming container vessels are thus likely to be delayed throughout the day
3446,Disruptions due to COVID-19 measures reported at Port of Antwerp,"Sources indicate that a variety of unforeseen disruptions have been reported at the Port of Antwerp as a result of abnormal cargo activity and special safety measures associated with COVID-19. Sources provided the following information: 

- port entry wait times have increased due to 1.5m social distancing guidelines
- wait times for trucks at quay 1700 DP and quay 913 are at record highs
- wait times for trucks at quay 1742 and quay 869 are seeing long lines, but only intermittently
- excess empty containers reported at quays 1700, 1742, 869, and 913 
- some quays are operating on restricted office hours between 08:30 and 15:00 or 16:00.",Moderate,Belgium,2020-04-20 15:40:00,,,true,['antwerp'],true,Port Disruption,Administrative Issue,['port_operational_disruption'],"Disruptions due to COVID-19 measures reported at Port of Antwerp Sources indicate that a variety of unforeseen disruptions have been reported at the Port of Antwerp as a result of abnormal cargo activity and special safety measures associated with COVID-19. Sources provided the following information: 

- port entry wait times have increased due to 1.5m social distancing guidelines
- wait times for trucks at quay 1700 DP and quay 913 are at record highs
- wait times for trucks at quay 1742 and quay 869 are seeing long lines, but only intermittently
- excess empty containers reported at quays 1700, 1742, 869, and 913 
- some quays are operating on restricted office hours between 08:30 and 15:00 or 16:00.",disruptions due to covid 19 measures reported at port of antwerp sources indicate that a variety of unforeseen disruptions have been reported at the port of antwerp as a result of abnormal cargo activity and special safety measures associated with covid 19 sources provided the following information port entry wait times have increased due to 1 5m social distancing guidelines wait times for trucks at quay 1700 dp and quay 913 are at record highs wait times for trucks at quay 1742 and quay 869 are seeing long lines but only intermittently excess empty containers reported at quays 1700 1742 869 and 913 some quays are operating on restricted office hours between 08 30 and 15 00 or 16 00
1399,Congestion reported at Port of Manzanillo,"Shipping sources on August 27 report about congestion at Port of Manzanillo for unspecified reasons. While the report did not suggest an average waiting time for vessels to berth, it is likely to be around 12 to 24-hours.",Minor,Mexico,2019-08-27 06:22:00,,,false,['manzanillo'],true,Port Congestion,Administrative Issue,['port_operational_disruption'],"Congestion reported at Port of Manzanillo Shipping sources on August 27 report about congestion at Port of Manzanillo for unspecified reasons. While the report did not suggest an average waiting time for vessels to berth, it is likely to be around 12 to 24-hours.",congestion reported at port of manzanillo shipping sources on august 27 report about congestion at port of manzanillo for unspecified reasons while the report did not suggest an average waiting time for vessels to berth it is likely to be around 12 to 24 hours
3211,Average waiting time of around 0.5 days at Port of Penang,Industry sources indicate on September 16 that average waiting times for a berth are approximately 0.5 days at the Port of Penang.,Minor,Malaysia,2020-09-16 09:57:00,,,false,['penang'],true,Port Congestion,Administrative Issue,['port_operational_disruption'],Average waiting time of around 0.5 days at Port of Penang Industry sources indicate on September 16 that average waiting times for a berth are approximately 0.5 days at the Port of Penang.,average waiting time of around 0 5 days at port of penang industry sources indicate on september 16 that average waiting times for a berth are approximately 0 5 days at the port of penang
1165,Average waiting time around 0.5 day at Port of Yantian,Shipping sources on August 19 indicate that an average waiting time for vessels at the Port of Yantian is around 0.5 day.,Minor,China,2019-08-19 08:11:00,22.57726,114.26584,false,['yantian'],true,Port Congestion,Administrative Issue,['port_operational_disruption'],Average waiting time around 0.5 day at Port of Yantian Shipping sources on August 19 indicate that an average waiting time for vessels at the Port of Yantian is around 0.5 day.,average waiting time around 0 5 day at port of yantian shipping sources on august 19 indicate that an average waiting time for vessels at the port of yantian is around 0 5 day
2788,UPDATE: Congestion decreases at Port of Ningbo,Updated sources on January 25 indicate that average waiting times at the Port of Ningbo have decreased to around 0.5 day following concentrated vessels’ arrivals. The port is likely to experience disruption due to strong winds between January 25 and 26.,Moderate,China,2019-01-22 09:30:00,,,false,['ningbo'],true,Port Congestion,Weather,['port_operational_disruption'],UPDATE: Congestion decreases at Port of Ningbo Updated sources on January 25 indicate that average waiting times at the Port of Ningbo have decreased to around 0.5 day following concentrated vessels’ arrivals. The port is likely to experience disruption due to strong winds between January 25 and 26.,update congestion decreases at port of ningbo updated sources on january 25 indicate that average waiting times at the port of ningbo have decreased to around 0 5 day following concentrated vessels' arrivals the port is likely to experience disruption due to strong winds between january 25 and 26
